record_id,sample_index,part_id,measurement_timestamp_sgt,production_date_sgt,batch_id,process_stage,shift,assembly_operator_id,appraiser_id,improvement_plan_id,improvement_actions,source_system,motor_current_a,jaw_alignment_error_mm,gear_backlash_deg,pad_thickness_mm,fastener_torque_nm,sensor_zero_offset_n,measured_force_n,target_n,lsl_n,usl_n,deviation_from_target_n,spec_status,defect_type,defect_flag,device_id,protocol_id,test_block_id,test_block_diameter_mm,closing_speed_mm_s,hold_time_s,contact_distance_from_jaw_root_mm,device_resolution_n,ctq,data_label,generation_model_version,process_seed,measurement_seed
AF-021,21,EG-A-021,2026-08-25T08:00:00+08:00,2026-08-25,BATCH-A-02,After Improvement,Day,OP-B,APP-C,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.928,0.229,0.312,2.94,2.413,0.001,12.16,12.00,10.00,14.00,0.16,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-022,22,EG-A-022,2026-08-25T08:30:00+08:00,2026-08-25,BATCH-A-02,After Improvement,Day,OP-B,APP-A,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.809,0.116,0.434,3.021,2.525,-0.004,11.57,12.00,10.00,14.00,-0.43,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-023,23,EG-A-023,2026-08-25T09:00:00+08:00,2026-08-25,BATCH-A-02,After Improvement,Day,OP-B,APP-B,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,2.046,0.211,0.546,2.972,2.474,0.001,12.32,12.00,10.00,14.00,0.32,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-024,24,EG-A-024,2026-08-25T09:30:00+08:00,2026-08-25,BATCH-A-02,After Improvement,Day,OP-B,APP-C,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.802,0.134,0.709,3.082,2.517,0.007,11.43,12.00,10.00,14.00,-0.57,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-025,25,EG-A-025,2026-08-25T10:00:00+08:00,2026-08-25,BATCH-A-02,After Improvement,Day,OP-B,APP-A,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.85,0.148,0.645,2.987,2.541,-0.020,11.65,12.00,10.00,14.00,-0.35,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-026,26,EG-A-026,2026-08-25T10:30:00+08:00,2026-08-25,BATCH-A-02,After Improvement,Day,OP-C,APP-B,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.776,0.129,0.402,2.898,2.517,-0.044,11.44,12.00,10.00,14.00,-0.56,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-027,27,EG-A-027,2026-08-25T11:00:00+08:00,2026-08-25,BATCH-A-02,After Improvement,Day,OP-C,APP-C,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.804,0.24,0.508,3.022,2.601,-0.028,11.80,12.00,10.00,14.00,-0.20,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-028,28,EG-A-028,2026-08-25T11:30:00+08:00,2026-08-25,BATCH-A-02,After Improvement,Day,OP-C,APP-A,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,2.089,0.101,0.321,3.051,2.377,0.010,12.38,12.00,10.00,14.00,0.38,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-029,29,EG-A-029,2026-08-25T12:00:00+08:00,2026-08-25,BATCH-A-02,After Improvement,Day,OP-C,APP-B,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.823,0.143,0.557,2.983,2.621,-0.002,11.53,12.00,10.00,14.00,-0.47,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-030,30,EG-A-030,2026-08-25T12:30:00+08:00,2026-08-25,BATCH-A-02,After Improvement,Day,OP-C,APP-C,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.817,0.285,0.633,3.03,2.462,-0.033,11.29,12.00,10.00,14.00,-0.71,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-031,31,EG-A-031,2026-08-25T20:00:00+08:00,2026-08-25,BATCH-A-02,After Improvement,Night,OP-C,APP-A,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.838,0.227,0.479,3.019,2.546,-0.038,11.93,12.00,10.00,14.00,-0.07,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-032,32,EG-A-032,2026-08-25T20:30:00+08:00,2026-08-25,BATCH-A-02,After Improvement,Night,OP-C,APP-B,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.765,0.237,0.579,2.987,2.446,0.025,11.57,12.00,10.00,14.00,-0.43,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-033,33,EG-A-033,2026-08-25T21:00:00+08:00,2026-08-25,BATCH-A-02,After Improvement,Night,OP-C,APP-C,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.93,0.242,0.595,3.023,2.381,-0.072,11.59,12.00,10.00,14.00,-0.41,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-034,34,EG-A-034,2026-08-25T21:30:00+08:00,2026-08-25,BATCH-A-02,After Improvement,Night,OP-C,APP-A,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.827,0.173,0.29,3.066,2.477,-0.039,11.38,12.00,10.00,14.00,-0.62,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-035,35,EG-A-035,2026-08-25T22:00:00+08:00,2026-08-25,BATCH-A-02,After Improvement,Night,OP-C,APP-B,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.987,0.196,0.443,2.992,2.623,-0.029,12.54,12.00,10.00,14.00,0.54,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-036,36,EG-A-036,2026-08-25T22:30:00+08:00,2026-08-25,BATCH-A-02,After Improvement,Night,OP-A,APP-C,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.714,0.188,0.277,2.998,2.399,0.041,11.56,12.00,10.00,14.00,-0.44,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-037,37,EG-A-037,2026-08-25T23:00:00+08:00,2026-08-25,BATCH-A-02,After Improvement,Night,OP-A,APP-A,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.891,0.227,0.241,2.945,2.435,0.047,11.74,12.00,10.00,14.00,-0.26,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-038,38,EG-A-038,2026-08-25T23:30:00+08:00,2026-08-25,BATCH-A-02,After Improvement,Night,OP-A,APP-B,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,2.106,0.087,0.382,2.984,2.504,-0.031,12.33,12.00,10.00,14.00,0.33,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-039,39,EG-A-039,2026-08-26T00:00:00+08:00,2026-08-25,BATCH-A-02,After Improvement,Night,OP-A,APP-C,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.885,0.022,0.688,2.971,2.497,-0.009,11.82,12.00,10.00,14.00,-0.18,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-040,40,EG-A-040,2026-08-26T00:30:00+08:00,2026-08-25,BATCH-A-02,After Improvement,Night,OP-A,APP-A,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.939,0.143,0.631,3.032,2.591,0.022,12.08,12.00,10.00,14.00,0.08,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-041,41,EG-A-041,2026-08-26T08:00:00+08:00,2026-08-26,BATCH-A-03,After Improvement,Day,OP-C,APP-B,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.933,0.144,0.352,2.962,2.451,0.013,12.02,12.00,10.00,14.00,0.02,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-042,42,EG-A-042,2026-08-26T08:30:00+08:00,2026-08-26,BATCH-A-03,After Improvement,Day,OP-C,APP-C,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.676,0.152,0.533,2.904,2.352,0.000,11.43,12.00,10.00,14.00,-0.57,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-043,43,EG-A-043,2026-08-26T09:00:00+08:00,2026-08-26,BATCH-A-03,After Improvement,Day,OP-C,APP-A,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,2.251,0.123,0.395,3.091,2.53,0.009,13.00,12.00,10.00,14.00,1.00,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-044,44,EG-A-044,2026-08-26T09:30:00+08:00,2026-08-26,BATCH-A-03,After Improvement,Day,OP-C,APP-B,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.946,0.173,0.374,3.004,2.485,-0.020,11.44,12.00,10.00,14.00,-0.56,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-045,45,EG-A-045,2026-08-26T10:00:00+08:00,2026-08-26,BATCH-A-03,After Improvement,Day,OP-C,APP-C,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.831,0.236,0.517,2.927,2.434,-0.036,11.92,12.00,10.00,14.00,-0.08,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-046,46,EG-A-046,2026-08-26T10:30:00+08:00,2026-08-26,BATCH-A-03,After Improvement,Day,OP-A,APP-A,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.918,0.169,0.512,3.009,2.517,0.051,11.50,12.00,10.00,14.00,-0.50,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-047,47,EG-A-047,2026-08-26T11:00:00+08:00,2026-08-26,BATCH-A-03,After Improvement,Day,OP-A,APP-B,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,2.041,0.129,0.653,3.006,2.697,0.005,12.20,12.00,10.00,14.00,0.20,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-048,48,EG-A-048,2026-08-26T11:30:00+08:00,2026-08-26,BATCH-A-03,After Improvement,Day,OP-A,APP-C,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.994,0.106,0.576,2.958,2.519,-0.045,12.83,12.00,10.00,14.00,0.83,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-049,49,EG-A-049,2026-08-26T12:00:00+08:00,2026-08-26,BATCH-A-03,After Improvement,Day,OP-A,APP-A,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.893,0.277,0.62,3.002,2.47,-0.059,11.69,12.00,10.00,14.00,-0.31,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-050,50,EG-A-050,2026-08-26T12:30:00+08:00,2026-08-26,BATCH-A-03,After Improvement,Day,OP-A,APP-B,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,2.117,0.199,0.249,3.014,2.57,-0.023,12.64,12.00,10.00,14.00,0.64,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-051,51,EG-A-051,2026-08-26T20:00:00+08:00,2026-08-26,BATCH-A-03,After Improvement,Night,OP-A,APP-C,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.899,0.164,0.479,3.097,2.6,-0.039,11.90,12.00,10.00,14.00,-0.10,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-052,52,EG-A-052,2026-08-26T20:30:00+08:00,2026-08-26,BATCH-A-03,After Improvement,Night,OP-A,APP-A,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,2.117,0.093,0.496,2.954,2.379,0.054,12.64,12.00,10.00,14.00,0.64,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-053,53,EG-A-053,2026-08-26T21:00:00+08:00,2026-08-26,BATCH-A-03,After Improvement,Night,OP-A,APP-B,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.886,0.158,0.544,2.99,2.461,0.095,12.29,12.00,10.00,14.00,0.29,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-054,54,EG-A-054,2026-08-26T21:30:00+08:00,2026-08-26,BATCH-A-03,After Improvement,Night,OP-A,APP-C,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.934,0.151,0.45,2.998,2.49,-0.009,12.16,12.00,10.00,14.00,0.16,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-055,55,EG-A-055,2026-08-26T22:00:00+08:00,2026-08-26,BATCH-A-03,After Improvement,Night,OP-A,APP-A,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.902,0.261,0.552,3.047,2.54,0.034,11.68,12.00,10.00,14.00,-0.32,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-056,56,EG-A-056,2026-08-26T22:30:00+08:00,2026-08-26,BATCH-A-03,After Improvement,Night,OP-B,APP-B,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.951,0.259,0.388,3.085,2.459,-0.046,12.11,12.00,10.00,14.00,0.11,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-057,57,EG-A-057,2026-08-26T23:00:00+08:00,2026-08-26,BATCH-A-03,After Improvement,Night,OP-B,APP-C,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.98,0.177,0.415,2.939,2.362,0.053,12.32,12.00,10.00,14.00,0.32,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-058,58,EG-A-058,2026-08-26T23:30:00+08:00,2026-08-26,BATCH-A-03,After Improvement,Night,OP-B,APP-A,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,2.208,0.099,0.352,3.06,2.71,-0.075,12.71,12.00,10.00,14.00,0.71,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-059,59,EG-A-059,2026-08-27T00:00:00+08:00,2026-08-26,BATCH-A-03,After Improvement,Night,OP-B,APP-B,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,2.002,0.14,0.258,3.095,2.471,0.007,12.55,12.00,10.00,14.00,0.55,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-060,60,EG-A-060,2026-08-27T00:30:00+08:00,2026-08-26,BATCH-A-03,After Improvement,Night,OP-B,APP-C,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.899,0.27,0.206,3.048,2.489,-0.051,11.88,12.00,10.00,14.00,-0.12,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-061,61,EG-A-061,2026-08-27T08:00:00+08:00,2026-08-27,BATCH-A-04,After Improvement,Day,OP-A,APP-A,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.811,0.123,0.665,3.012,2.426,-0.041,11.34,12.00,10.00,14.00,-0.66,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-062,62,EG-A-062,2026-08-27T08:30:00+08:00,2026-08-27,BATCH-A-04,After Improvement,Day,OP-A,APP-B,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.722,0.028,0.348,3.05,2.53,0.011,11.62,12.00,10.00,14.00,-0.38,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-063,63,EG-A-063,2026-08-27T09:00:00+08:00,2026-08-27,BATCH-A-04,After Improvement,Day,OP-A,APP-C,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,2.028,0.225,0.542,3.021,2.485,0.001,11.82,12.00,10.00,14.00,-0.18,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
AF-064,64,EG-A-064,2026-08-27T09:30:00+08:00,2026-08-27,BATCH-A-04,After Improvement,Day,OP-A,APP-A,IMP-EG-01,Closed-loop motor-current setpoint and alarm | Alignment poka-yoke fixture | Gear-backlash incoming inspection | Pad-thickness incoming inspection | Program-controlled torque screwdriver,Synthetic EOL inspection generator,1.687,0.046,0.512,2.911,2.529,0.076,10.99,12.00,10.00,14.00,-1.01,Within Specification,No Defect,0,FORCE-SENSOR-01,EOL-FORCE-01-V5,TB-30-01,30.0,20.0,1.0,20.0,0.01,Gripping Force,Synthetic Data,EOL-EG-V5,2026090706,2026090707
